year,fips60_06,fips,wtem,wpre,wtem50,wpre50,country,country_code,ki,rgdpl,gdpLCU,gdpSHAREAG,gdpWDIGDPAGR,gdpWDIGDPIND,lnrgdpl_t0,_MENA,_SSAF,_LAC,_WEOFF,_EECA,_SEAS,parent
1975,BU,BU,10.28274,6.7167239,9.997282,54.139572,Bulgaria,BGR,,,,,,,9.0137768,0,0,0,0,1,0,BU
1996,BU,BU,9.3790274,6.0935206,9.997282,54.139572,Bulgaria,BGR,2.935263735720113,6791.596882323485,3347.555263,16.42630768,2520000000,7530000000,9.0137768,0,0,0,0,1,0,BU
1990,BU,BU,10.588766,4.7387681,9.997282,54.139572,Bulgaria,BGR,,,4042.930536,17.02671814,2930000000,12500000000,9.0137768,0,0,0,0,1,0,BU
1969,BU,BU,9.5194197,6.9134364,9.997282,54.139572,Bulgaria,BGR,,,,,,,9.0137768,0,0,0,0,1,0,BU
1989,BU,BU,10.248046,5.3077407,9.997282,54.139572,Bulgaria,BGR,,,4368.839188,10.615345,3040000000,14200000000,9.0137768,0,0,0,0,1,0,BU
1976,BU,BU,9.1939325,6.9221678,9.997282,54.139572,Bulgaria,BGR,,,,,,,9.0137768,0,0,0,0,1,0,BU
1993,BX,BX,26.885416,20.924,27.193958,251.49875,Brunei,BRN,4.869687307298803,26704.6399258839,13335.00259,2.642328978,,,10.339689,0,0,0,0,0,1,BX
2003,BX,BX,27.43125,29.43475,27.193958,251.49875,Brunei,BRN,4.647410278409967,26239.19367595832,12752.51492,,,,10.339689,0,0,0,0,0,1,BX
1956,BX,BX,26.78125,33.33625,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1982,BX,BX,26.75,24.45175,27.193958,251.49875,Brunei,BRN,6.185717752755092,35268.4146452852,17313.85508,.8437893990000001,,,10.339689,0,0,0,0,0,1,BX
1988,BX,BX,26.762501,37.0415,27.193958,251.49875,Brunei,BRN,4.86828452636033,29451.49703893484,14607.23656,2.216148376,,,10.339689,0,0,0,0,0,1,BX
1965,BX,BX,27.014584,33.848003,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1986,BX,BX,26.370832,29.643,27.193958,251.49875,Brunei,BRN,4.867970880042459,30482.41693231587,14992.72049,1.927720189,,,10.339689,0,0,0,0,0,1,BX
1975,BX,BX,26.966667,31.194748,27.193958,251.49875,Brunei,BRN,2.503281448382046,34683.59685042017,16328.86595,1.335547209,,,10.339689,0,0,0,0,0,1,BX
1974,BX,BX,26.772917,32.17075,27.193958,251.49875,Brunei,BRN,1.433536269040348,35586.81652424553,16946.1557,1.337818265,,,10.339689,0,0,0,0,0,1,BX
1968,BX,BX,27.022917,29.297251,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1999,BX,BX,27.112499,32.5065,27.193958,251.49875,Brunei,BRN,4.670592634721792,24971.04592769922,12380.11865,2.743292332,,,10.339689,0,0,0,0,0,1,BX
1994,BX,BX,26.985416,25.177999,27.193958,251.49875,Brunei,BRN,4.869725798834832,26444.70064629926,13210.68629,2.692112207,,,10.339689,0,0,0,0,0,1,BX
1997,BX,BX,27.195833,28.821749,27.193958,251.49875,Brunei,BRN,4.561000338445953,26861.81046592032,13194.2719,2.857854605,,,10.339689,0,0,0,0,0,1,BX
1970,BX,BX,26.90625,26.95475,27.193958,251.49875,Brunei,BRN,1.340344516273041,30936.41096098147,,,,,10.339689,0,0,0,0,0,1,BX
1952,BX,BX,27.299999,30.730001,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1991,BX,BX,26.99375,21.188,27.193958,251.49875,Brunei,BRN,4.869517616569453,28456.46263220527,14187.90369,2.416735888,,,10.339689,0,0,0,0,0,1,BX
1960,BX,BX,27.327084,30.577499,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1979,BX,BX,26.779167,30.171249,27.193958,251.49875,Brunei,BRN,2.214866692211798,52917.14856841056,24519.04714,.902068198,,,10.339689,0,0,0,0,0,1,BX
1990,BX,BX,27.016666,19.3675,27.193958,251.49875,Brunei,BRN,4.869571819625628,28167.78494113939,14027.73575,2.366136551,,,10.339689,0,0,0,0,0,1,BX
1954,BX,BX,27.072916,31.43425,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1950,BX,BX,27.237499,27.21925,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1963,BX,BX,27.070833,32.38525,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1984,BX,BX,26.304167,33.691502,27.193958,251.49875,Brunei,BRN,4.867970886212838,33995.40947375861,16550.6046,1.065873504,,,10.339689,0,0,0,0,0,1,BX
2002,BX,BX,27.46875,27.186249,27.193958,251.49875,Brunei,BRN,4.670592631384305,25593.2342169933,12569.28814,,,,10.339689,0,0,0,0,0,1,BX
2006,BX,BX,27.129168,30.220251,27.193958,251.49875,Brunei Darussalam,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1978,BX,BX,27.512501,23.025,27.193958,251.49875,Brunei,BRN,2.016030845612446,44754.70227073682,20717.74359,1.087153435,,,10.339689,0,0,0,0,0,1,BX
1980,BX,BX,27.008333,33.921501,27.193958,251.49875,Brunei,BRN,1.502445278165947,47123.49195894321,22063.63827,.634854436,,,10.339689,0,0,0,0,0,1,BX
1983,BX,BX,27.085417,27.588249,27.193958,251.49875,Brunei,BRN,4.867970884639056,34916.86077628686,16916.80981,.984748721,,,10.339689,0,0,0,0,0,1,BX
1996,BX,BX,26.727083,30.81175,27.193958,251.49875,Brunei,BRN,4.544784165079574,26757.4962680711,13056.9398,2.71306324,,,10.339689,0,0,0,0,0,1,BX
1958,BX,BX,27.470833,27.98675,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1955,BX,BX,26.854166,33.31575,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1969,BX,BX,27.06875,24.9195,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1998,BX,BX,27.864584,28.092001,27.193958,251.49875,Brunei,BRN,4.56100034362269,26745.77141967549,12363.56525,3.076216698,,,10.339689,0,0,0,0,0,1,BX
1959,BX,BX,27.252083,31.352751,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1977,BX,BX,27.033333,32.02425,27.193958,251.49875,Brunei,BRN,1.967455479632942,43225.15064568789,20131.40181,1.01731801,,,10.339689,0,0,0,0,0,1,BX
1995,BX,BX,26.983334,29.870501,27.193958,251.49875,Brunei,BRN,4.869697263742268,26245.68154388788,13257.39448,2.542533398,,,10.339689,0,0,0,0,0,1,BX
1953,BX,BX,27.293751,27.439501,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1976,BX,BX,26.789583,26.924,27.193958,251.49875,Brunei,BRN,2.458911948646162,40130.23272760995,18859.62367,1.109183431,,,10.339689,0,0,0,0,0,1,BX
1962,BX,BX,27.033333,33.633499,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1971,BX,BX,26.63125,28.71875,27.193958,251.49875,Brunei,BRN,1.340344514308888,31193.34451038878,,,,,10.339689,0,0,0,0,0,1,BX
1964,BX,BX,27.166666,27.89575,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
2001,BX,BX,27.216667,31.707251,27.193958,251.49875,Brunei,BRN,4.67059263099308,25317.57293255311,12511.67991,,,,10.339689,0,0,0,0,0,1,BX
1985,BX,BX,26.233334,28.408501,27.193958,251.49875,Brunei,BRN,4.867970884432978,32394.15819936453,15853.22148,1.212543368,,,10.339689,0,0,0,0,0,1,BX
1981,BX,BX,26.85,32.9575,27.193958,251.49875,Brunei,BRN,3.439328334676246,36018.70020519015,17149.84629,.693804562,,,10.339689,0,0,0,0,0,1,BX
1967,BX,BX,27.033333,29.769499,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1992,BX,BX,26.891666,21.66975,27.193958,251.49875,Brunei,BRN,4.869573373745888,27338.31005577463,13642.46569,2.528522015,,,10.339689,0,0,0,0,0,1,BX
2000,BX,BX,27.085417,31.563,27.193958,251.49875,Brunei,BRN,4.670592634222092,25111.92367223524,12431.06422,2.7146523,,,10.339689,0,0,0,0,0,1,BX
1957,BX,BX,27.291666,29.453251,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1961,BX,BX,27.204166,24.61875,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1973,BX,BX,27.245832,31.542,27.193958,251.49875,Brunei,BRN,1.340344520064922,34241.57300731823,,,,,10.339689,0,0,0,0,0,1,BX
2004,BX,BX,27.25625,23.51375,27.193958,251.49875,Brunei,BRN,,,12684.07135,,,,10.339689,0,0,0,0,0,1,BX
1951,BX,BX,27.385416,29.53075,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1966,BX,BX,27.35,30.264,27.193958,251.49875,Brunei,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1987,BX,BX,26.791666,25.7155,27.193958,251.49875,Brunei,BRN,4.86797088536608,30079.40948570552,14865.91326,1.930734873,,,10.339689,0,0,0,0,0,1,BX
2005,BX,BX,27.268749,29.475,27.193958,251.49875,Brunei Darussalam,BRN,,,,,,,10.339689,0,0,0,0,0,1,BX
1972,BX,BX,27.097918,24.82275,27.193958,251.49875,Brunei,BRN,1.34034452071622,32528.01489410538,,,,,10.339689,0,0,0,0,0,1,BX
1989,BX,BX,26.610416,23.595751,27.193958,251.49875,Brunei,BRN,4.867794617347725,28259.34271838081,14045.2564,2.463644028,,,10.339689,0,0,0,0,0,1,BX
1995,BY,BY,21.26726,9.9209614,19.300289,91.709427,Burundi,BDI,4.229319906290636,850.0293695196212,18303.32075,48.14459991,55700000000,10900000000,6.497685,0,1,0,0,0,0,BY
1970,BY,BY,19.701101,12.111703,19.300289,91.709427,Burundi,BDI,1.600559693182223,805.9327295444932,18734.88017,70.63165282999999,36600000000,5190000000,6.497685,0,1,0,0,0,0,BY
1969,BY,BY,19.881229,10.536136,19.300289,91.709427,Burundi,BDI,2.995272453808832,639.8310931926717,15657.08814,,26200000000,,6.497685,0,1,0,0,0,0,BY
1966,BY,BY,19.685501,11.629675,19.300289,91.709427,Burundi,BDI,2.478486013981222,629.9677126097448,14812.26937,,28700000000,,6.497685,0,1,0,0,0,0,BY
1967,BY,BY,19.57872,13.219676,19.300289,91.709427,Burundi,BDI,2.441834454172073,689.8583930086594,16526.48878,,27600000000,,6.497685,0,1,0,0,0,0,BY
1962,BY,BY,19.590879,12.21379,19.300289,91.709427,Burundi,BDI,2.616568503510383,596.0366766078935,13235.7254,,,,6.497685,0,1,0,0,0,0,BY
1988,BY,BY,20.805803,12.606755,19.300289,91.709427,Burundi,BDI,4.188186191207142,1052.770052237141,22687.91262,54.24503708,63700000000,14500000000,6.497685,0,1,0,0,0,0,BY
1956,BY,BY,18.826595,11.711848,19.300289,91.709427,Burundi,BDI,,,,,,,6.497685,0,1,0,0,0,0,BY
1976,BY,BY,19.528574,10.685769,19.300289,91.709427,Burundi,BDI,2.929439312677403,852.4694763584952,19513.79727,64.79066467,45800000000,6280000000,6.497685,0,1,0,0,0,0,BY
1987,BY,BY,20.648537,10.665091,19.300289,91.709427,Burundi,BDI,4.821446612139229,939.6086068986106,22272.87187,55.11138535,62700000000,14400000000,6.497685,0,1,0,0,0,0,BY
1981,BY,BY,20.123508,11.437386,19.300289,91.709427,Burundi,BDI,4.856058782454697,933.1980330744206,21785.34287,61.31929016,54400000000,10600000000,6.497685,0,1,0,0,0,0,BY
1980,BY,BY,19.932728,11.22565,19.300289,91.709427,Burundi,BDI,4.236418831813163,894.7219001015696,20042.4747,62.24988556,47700000000,9660000000,6.497685,0,1,0,0,0,0,BY
1978,BY,BY,19.824986,12.252357,19.300289,91.709427,Burundi,BDI,4.404778200541466,914.0555043570731,20633.4942,60.71442413,46400000000,8700000000,6.497685,0,1,0,0,0,0,BY
1997,BY,BY,20.915524,11.207048,19.300289,91.709427,Burundi,BDI,4.653115249806389,759.1611140894016,16305.13981,49.19258118,58400000000,12100000000,6.497685,0,1,0,0,0,0,BY
1994,BY,BY,21.218157,10.5624,19.300289,91.709427,Burundi,BDI,4.314682300763524,848.2228194878503,20107.30795,46.7781105,59800000000,13100000000,6.497685,0,1,0,0,0,0,BY
1971,BY,BY,19.017859,12.310969,19.300289,91.709427,Burundi,BDI,2.824067535348576,805.7164127904002,19051.80788,69.26078033,43600000000,5480000000,6.497685,0,1,0,0,0,0,BY
1953,BY,BY,19.175425,10.929792,19.300289,91.709427,Burundi,BDI,,,,,,,6.497685,0,1,0,0,0,0,BY
1952,BY,BY,19.317259,9.8489046,19.300289,91.709427,Burundi,BDI,,,,,,,6.497685,0,1,0,0,0,0,BY
1950,BY,BY,19.789263,11.402915,19.300289,91.709427,Burundi,BDI,,,,,,,6.497685,0,1,0,0,0,0,BY
1977,BY,BY,19.856955,12.251412,19.300289,91.709427,Burundi,BDI,3.890562489068346,922.0096133166713,21321.72389,63.8440361,47600000000,7810000000,6.497685,0,1,0,0,0,0,BY
2002,BY,BY,20.365128,12.252636,19.300289,91.709427,Burundi,BDI,5.93848041334653,760.5297633893873,16403.84762,40.53308868,56300000000,10300000000,6.497685,0,1,0,0,0,0,BY
1959,BY,BY,19.3997,11.035401,19.300289,91.709427,Burundi,BDI,,,,,,,6.497685,0,1,0,0,0,0,BY
2003,BY,BY,20.635096,9.2809362,19.300289,91.709427,Burundi,BDI,6.207154211539504,763.7006000985987,15699.87529,40.07917404,54300000000,9650000000,6.497685,0,1,0,0,0,0,BY
1996,BY,BY,20.389702,10.631687,19.300289,91.709427,Burundi,BDI,4.657475092860935,767.7394191787813,16688.67707,57.22159958,56600000000,11300000000,6.497685,0,1,0,0,0,0,BY
1993,BY,BY,20.835548,9.2126627,19.300289,91.709427,Burundi,BDI,3.957475352023875,922.6633813938371,21199.74908,52.61869812,66200000000,16000000000,6.497685,0,1,0,0,0,0,BY
1979,BY,BY,19.913057,12.538836,19.300289,91.709427,Burundi,BDI,4.484055806106253,911.3702924464419,20430.37213,60.62203217,47100000000,8770000000,6.497685,0,1,0,0,0,0,BY
2006,BY,BY,21.371084,11.910741,19.300289,91.709427,Burundi,BDI,,,,,,,6.497685,0,1,0,0,0,0,BY
1960,BY,BY,19.158369,9.5863285,19.300289,91.709427,Burundi,BDI,2.223999283142852,663.6035826304671,14571.81225,,,,6.497685,0,1,0,0,0,0,BY
1972,BY,BY,19.76082,11.941741,19.300289,91.709427,Burundi,BDI,.9118295028640627,782.2401563880566,17694.51029,65.32475281000001,39300000000,5350000000,6.497685,0,1,0,0,0,0,BY
1985,BY,BY,20.502682,11.558274,19.300289,91.709427,Burundi,BDI,5.066531999406232,924.1707195089949,21836.48674,61.53723526,57200000000,13300000000,6.497685,0,1,0,0,0,0,BY
1954,BY,BY,19.175606,10.009428,19.300289,91.709427,Burundi,BDI,,,,,,,6.497685,0,1,0,0,0,0,BY
1965,BY,BY,19.741402,11.800666,19.300289,91.709427,Burundi,BDI,2.043122226979993,638.045849568463,14434.99398,,27500000000,,6.497685,0,1,0,0,0,0,BY
2004,BY,BY,20.636225,9.3757811,19.300289,91.709427,Burundi,BDI,,,15904.62677,40.07917404,54200000000,9050000000,6.497685,0,1,0,0,0,0,BY
1958,BY,BY,19.729321,10.027164,19.300289,91.709427,Burundi,BDI,,,,,,,6.497685,0,1,0,0,0,0,BY
1986,BY,BY,20.664604,12.156738,19.300289,91.709427,Burundi,BDI,5.011857687967233,936.676073393579,21806.41306,58.52472687,59600000000,13400000000,6.497685,0,1,0,0,0,0,BY
1992,BY,BY,20.872353,9.9469957,19.300289,91.709427,Burundi,BDI,3.906045529421191,1103.79845912745,22986.50274,53.53346634,69200000000,18600000000,6.497685,0,1,0,0,0,0,BY
1989,BY,BY,20.133083,12.379539,19.300289,91.709427,Burundi,BDI,4.438797938408343,975.715798252534,22360.50342,53.67858124,62300000000,14600000000,6.497685,0,1,0,0,0,0,BY
1991,BY,BY,20.576714,11.154088,19.300289,91.709427,Burundi,BDI,3.871642613665807,1101.045234717027,23196.02135,54.31071472,67100000000,17200000000,6.497685,0,1,0,0,0,0,BY
1957,BY,BY,19.436205,11.548147,19.300289,91.709427,Burundi,BDI,,,,,,,6.497685,0,1,0,0,0,0,BY
2005,BY,BY,21.616777,9.6327696,19.300289,91.709427,Burundi,BDI,,,15484.01602,34.84864807,50600000000,8480000000,6.497685,0,1,0,0,0,0,BY
1955,BY,BY,19.103525,10.299239,19.300289,91.709427,Burundi,BDI,,,,,,,6.497685,0,1,0,0,0,0,BY
1964,BY,BY,19.631243,11.58096,19.300289,91.709427,Burundi,BDI,1.967157095318563,610.6235320130277,14141.1759,,,,6.497685,0,1,0,0,0,0,BY
1961,BY,BY,20.300926,12.210157,19.300289,91.709427,Burundi,BDI,2.455393035902336,556.9105202709928,12348.71271,,,,6.497685,0,1,0,0,0,0,BY
1999,BY,BY,20.234337,11.11126,19.300289,91.709427,Burundi,BDI,3.958100611252781,823.5713719168502,16589.8765,43.69426346,59000000000,12500000000,6.497685,0,1,0,0,0,0,BY
1951,BY,BY,19.049994,13.238478,19.300289,91.709427,Burundi,BDI,,,,,,,6.497685,0,1,0,0,0,0,BY
1983,BY,BY,20.497234,10.602255,19.300289,91.709427,Burundi,BDI,5.689477502389434,881.267053422791,20891.40198,57.24614334,52500000000,11900000000,6.497685,0,1,0,0,0,0,BY
1982,BY,BY,19.924408,12.70296,19.300289,91.709427,Burundi,BDI,5.014823522042466,905.5668302013804,20849.00324,56.85609055,50300000000,11600000000,6.497685,0,1,0,0,0,0,BY
2001,BY,BY,20.641312,10.9689,19.300289,91.709427,Burundi,BDI,6.045357284983409,715.2604053074501,16143.07074,39.52495956,54000000000,11000000000,6.497685,0,1,0,0,0,0,BY
1990,BY,BY,20.843834,10.600982,19.300289,91.709427,Burundi,BDI,3.952252759520408,1065.681572456122,22577.66344,55.87870026,65700000000,15700000000,6.497685,0,1,0,0,0,0,BY
1984,BY,BY,20.060822,9.9791775,19.300289,91.709427,Burundi,BDI,6.203755440210588,857.5961306733458,20211.70588,60.13098145,50600000000,12100000000,6.497685,0,1,0,0,0,0,BY
2000,BY,BY,20.387535,11.463743,19.300289,91.709427,Burundi,BDI,5.533054181552557,698.8437419028131,16176.98944,40.3985405,55900000000,11700000000,6.497685,0,1,0,0,0,0,BY
1973,BY,BY,19.686985,10.76177,19.300289,91.709427,Burundi,BDI,1.756950306952682,825.7089273223343,18781.26638,67.9571991,44000000000,5450000000,6.497685,0,1,0,0,0,0,BY
1968,BY,BY,19.335257,13.016044,19.300289,91.709427,Burundi,BDI,2.865953235954402,680.6654486029067,16162.0263,,26200000000,,6.497685,0,1,0,0,0,0,BY
1974,BY,BY,19.313992,11.071941,19.300289,91.709427,Burundi,BDI,3.036202062375045,794.289175410845,18480.55109,65.86793518,42200000000,5650000000,6.497685,0,1,0,0,0,0,BY
1963,BY,BY,19.67215,12.801089,19.300289,91.709427,Burundi,BDI,2.046041897019743,637.0491665311347,13545.29292,,,,6.497685,0,1,0,0,0,0,BY
1998,BY,BY,20.744488,10.572315,19.300289,91.709427,Burundi,BDI,4.526976665035873,780.1253084372782,16947.7202,46.32378387,59600000000,11900000000,6.497685,0,1,0,0,0,0,BY
1975,BY,BY,19.360493,10.669969,19.300289,91.709427,Burundi,BDI,2.129870497558318,800.7508204264952,18378.37774,65.67059326,44200000000,5690000000,6.497685,0,1,0,0,0,0,BY
2001,CA,CA,6.256948,5.9604387,4.8379765,78.414841,Canada,CAN,24.24960188957158,26950.81090593686,34739.78769,2.273568153,20700000000,325000000000,9.2664156,0,0,0,1,0,0,CA
1980,CA,CA,4.3682947,9.5221481,4.8379765,78.414841,Canada,CAN,22.59922760077123,18688.62840073139,24650.13538,4.378127575,16700000000,202000000000,9.2664156,0,0,0,1,0,0,CA
1986,CA,CA,4.9936552,10.020622,4.8379765,78.414841,Canada,CAN,22.6047617577883,20505.89658005935,27016.13807,3.585127115,20100000000,228000000000,9.2664156,0,0,0,1,0,0,CA
1960,CA,CA,4.8764658,8.91043,4.8379765,78.414841,Canada,CAN,20.10790180586907,10576.77482505139,,,,,9.2664156,0,0,0,1,0,0,CA
1972,CA,CA,3.6703479,10.583183,4.8379765,78.414841,Canada,CAN,20.5945570324918,15274.58784011648,20402.22014,4.256798267,15400000000,161000000000,9.2664156,0,0,0,1,0,0,CA
1991,CA,CA,5.8267612,9.0594873,4.8379765,78.414841,Canada,CAN,22.86146475118612,20932.87609602272,27634.52061,2.789881706,20400000000,237000000000,9.2664156,0,0,0,1,0,0,CA
1951,CA,CA,4.5380344,10.132076,4.8379765,78.414841,Canada,CAN,21.92807839473014,9504.667067123044,,,,,9.2664156,0,0,0,1,0,0,CA
1952,CA,CA,5.5684948,8.7485971,4.8379765,78.414841,Canada,CAN,20.91326134944084,9993.477704068844,,,,,9.2664156,0,0,0,1,0,0,CA
1974,CA,CA,4.4892421,9.9495583,4.8379765,78.414841,Canada,CAN,23.43721713541517,16366.72887258549,21830.80282,5.811073303,15600000000,180000000000,9.2664156,0,0,0,1,0,0,CA
1989,CA,CA,4.368082,8.8417025,4.8379765,78.414841,Canada,CAN,26.21651508712306,22092.07226438876,29002.94854,3.00789237,20600000000,254000000000,9.2664156,0,0,0,1,0,0,CA
2004,CA,CA,4.4920988,7.5728769,4.8379765,78.414841,Canada,CAN,27.25635300528527,28398.72132519312,36524.25006,,23200000000,352000000000,9.2664156,0,0,0,1,0,0,CA
1953,CA,CA,6.1037269,9.3347006,4.8379765,78.414841,Canada,CAN,21.67143732235994,10137.62082787092,,,,,9.2664156,0,0,0,1,0,0,CA
2002,CA,CA,5.1046586,6.2262611,4.8379765,78.414841,Canada,CAN,24.38758873419367,27513.10088213503,35486.13287,2.190541267,19700000000,333000000000,9.2664156,0,0,0,1,0,0,CA
1979,CA,CA,4.7840362,9.6155558,4.8379765,78.414841,Canada,CAN,23.79068469499721,18568.08604278384,24448.00814,4.685861588,16100000000,203000000000,9.2664156,0,0,0,1,0,0,CA
1997,CA,CA,4.8272371,9.3121758,4.8379765,78.414841,Canada,CAN,25.34832675978746,23707.99301939583,30583.78647,2.543856859,20300000000,282000000000,9.2664156,0,0,0,1,0,0,CA
2006,CA,CA,6.217176,7.9067516,4.8379765,78.414841,Canada,CAN,,,,,,,9.2664156,0,0,0,1,0,0,CA
1987,CA,CA,6.0989103,8.4791679,4.8379765,78.414841,Canada,CAN,24.01378263837054,21157.09064379827,27793.12645,3.147882938,20100000000,238000000000,9.2664156,0,0,0,1,0,0,CA
1998,CA,CA,6.8235383,8.8472462,4.8379765,78.414841,Canada,CAN,24.62012796186626,24454.71929149649,31557.55596,2.621674776,21600000000,292000000000,9.2664156,0,0,0,1,0,0,CA
1965,CA,CA,4.1672544,9.345933,4.8379765,78.414841,Canada,CAN,22.32924342492426,12692.72425355123,16435.90792,,,,9.2664156,0,0,0,1,0,0,CA
1955,CA,CA,4.742352,8.8217888,4.8379765,78.414841,Canada,CAN,20.92389321592244,10141.20402480995,,,,,9.2664156,0,0,0,1,0,0,CA
1966,CA,CA,4.6522827,9.1533709,4.8379765,78.414841,Canada,CAN,23.03660785159085,13233.71137522572,17194.89686,,,,9.2664156,0,0,0,1,0,0,CA
1995,CA,CA,5.0584259,9.8486242,4.8379765,78.414841,Canada,CAN,22.81836824735571,22607.82296037499,29496.38858,2.95379281,21000000000,264000000000,9.2664156,0,0,0,1,0,0,CA
1950,CA,CA,4.0294356,9.6916857,4.8379765,78.414841,Canada,CAN,21.56142948830249,9215.933828435755,,,,,9.2664156,0,0,0,1,0,0,CA
1970,CA,CA,4.4957919,8.9005098,4.8379765,78.414841,Canada,CAN,19.86157242634885,14169.17679388362,18916.09941,,,,9.2664156,0,0,0,1,0,0,CA
1959,CA,CA,4.7185807,9.5619659,4.8379765,78.414841,Canada,CAN,21.33537017815692,10608.06269933501,,,,,9.2664156,0,0,0,1,0,0,CA
1976,CA,CA,4.3965168,9.901989,4.8379765,78.414841,Canada,CAN,23.1899843779151,17205.53493474532,22646.04171,4.762670994,17700000000,184000000000,9.2664156,0,0,0,1,0,0,CA
2005,CA,CA,5.659338,7.2022433,4.8379765,78.414841,Canada,CAN,,,37222.73549,,,,9.2664156,0,0,0,1,0,0,CA
1967,CA,CA,4.4627767,9.8935041,4.8379765,78.414841,Canada,CAN,21.13290960410526,13241.38665624031,17380.61307,,,,9.2664156,0,0,0,1,0,0,CA
1961,CA,CA,5.1369143,8.8958378,4.8379765,78.414841,Canada,CAN,19.65265894785415,10621.99333030274,,,,,9.2664156,0,0,0,1,0,0,CA
1963,CA,CA,4.6272244,8.6364098,4.8379765,78.414841,Canada,CAN,19.85025319369102,11549.87195287932,,,,,9.2664156,0,0,0,1,0,0,CA
1957,CA,CA,4.9461579,8.8708324,4.8379765,78.414841,Canada,CAN,23.47501469598414,10574.63368667392,,,,,9.2664156,0,0,0,1,0,0,CA
1983,CA,CA,5.3637781,10.157316,4.8379765,78.414841,Canada,CAN,20.54434355380797,18642.04197983675,24481.54485,3.525824308,17800000000,198000000000,9.2664156,0,0,0,1,0,0,CA
1994,CA,CA,4.8386774,8.9703598,4.8379765,78.414841,Canada,CAN,22.6945950279225,22157.50939868018,28936.38465,2.794309378,20700000000,256000000000,9.2664156,0,0,0,1,0,0,CA
1999,CA,CA,6.3061767,9.2056017,4.8379765,78.414841,Canada,CAN,24.97792052494822,25669.13410855305,33053.32329,2.524911642,23200000000,308000000000,9.2664156,0,0,0,1,0,0,CA
1956,CA,CA,4.2572322,9.1670923,4.8379765,78.414841,Canada,CAN,24.74987616787712,10719.98437963602,,,,,9.2664156,0,0,0,1,0,0,CA
1982,CA,CA,4.2305183,9.2167912,4.8379765,78.414841,Canada,CAN,19.22487001251171,18206.48389404159,24046.38892,3.932640076,17900000000,190000000000,9.2664156,0,0,0,1,0,0,CA
1958,CA,CA,4.7478247,8.7106104,4.8379765,78.414841,Canada,CAN,20.84433567839875,10491.06918045587,,,,,9.2664156,0,0,0,1,0,0,CA
1975,CA,CA,4.962007,9.4860163,4.8379765,78.414841,Canada,CAN,22.8579212656742,16557.03389058606,21817.06683,5.355696201,16200000000,172000000000,9.2664156,0,0,0,1,0,0,CA
1969,CA,CA,4.7661834,9.0577011,4.8379765,78.414841,Canada,CAN,21.67772808818112,14107.78644452748,18699.29419,,,,9.2664156,0,0,0,1,0,0,CA
1992,CA,CA,4.7503633,9.3809357,4.8379765,78.414841,Canada,CAN,21.8480033388543,20903.29455661069,27536.01703,2.778191328,19100000000,235000000000,9.2664156,0,0,0,1,0,0,CA
1977,CA,CA,5.0122561,9.8697758,4.8379765,78.414841,Canada,CAN,22.38748457007419,17674.63077405204,23133.4644,4.170471668,17500000000,191000000000,9.2664156,0,0,0,1,0,0,CA
1964,CA,CA,4.8434291,8.7755299,4.8379765,78.414841,Canada,CAN,20.41040071388436,12158.36554562135,,,,,9.2664156,0,0,0,1,0,0,CA
1968,CA,CA,4.649714,9.6465139,4.8379765,78.414841,Canada,CAN,20.89835546623873,13630.09053869913,18008.07585,,,,9.2664156,0,0,0,1,0,0,CA
1954,CA,CA,4.7279253,11.05846,4.8379765,78.414841,Canada,CAN,18.84226596592129,9679.883074375632,,,,,9.2664156,0,0,0,1,0,0,CA
